C3.Heightxcmx,C4.Weightxkgx,D1.TSV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),F4.PMV,F5.PPD,Indoor Air Temperature,Indoor Relative Humidity,Indoor Air Velocity,Summer Season,Transition Season,Winter Season,Cold zone,Hot summer and cold winter zone,Hot summer and warm winter zone ,Mild zone,Severe cold zone,Female,Male
150.0,50.0,-2.0,0.54,1.2,-4.0,100.0,18.0,50.0,0.82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,71.5,-1.0,0.6,1.2,-3.65,99.99,18.3,52.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
163.0,50.0,0.0,0.54,1.2,-3.66,99.99,19.0,52.0,0.83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
153.0,47.0,-1.0,0.65,1.2,-1.88,71.43,19.3,51.0,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
180.0,80.0,0.0,0.65,1.2,-2.23,86.03,20.0,51.0,0.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,50.0,-1.0,0.9,1.2,-1.28,39.48,20.3,50.0,0.20000000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,50.0,0.0,0.4,1.2,-2.81,97.94,20.0,51.0,0.18000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,45.0,0.0,0.4,1.2,-2.24,86.53,20.0,50.0,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,70.0,0.0,0.4,1.2,-2.28,87.87,21.0,51.0,0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
175.0,75.0,1.0,0.65,1.2,-1.44,47.71,21.1,52.0,0.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
176.0,75.0,1.0,0.51,1.2,-1.79,66.95,22.2,52.0,0.20000000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,60.0,-1.0,0.76,1.2,-1.93,73.59,21.0,55.0,0.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,60.0,0.0,0.78,1.2,-0.65,13.82,21.5,57.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178.0,70.0,0.0,0.65,1.2,-0.81,18.85,22.100000000000005,56.0,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
153.0,60.0,-1.0,0.62,1.2,-2.31,88.78,16.0,57.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178.0,70.0,-1.0,0.78,1.2,-1.89,71.78,17.5,56.0,0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
162.0,52.0,0.0,0.42,1.2,-3.82,100.0,17.9,55.0,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
180.0,80.0,0.0,0.42,1.2,-3.58,99.98,18.2,56.0,0.28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,60.0,0.0,0.76,1.2,-2.26,87.2,19.0,56.0,1.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
167.0,65.0,0.0,0.76,1.2,-2.31,88.61,19.8,56.0,0.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177.0,75.0,0.0,0.65,1.2,-2.66,96.26,19.8,58.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
163.0,70.0,0.0,0.78,1.2,-2.5,93.45,19.2,57.0,1.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,43.0,-1.0,0.4,1.2,-4.0,100.0,20.0,57.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,40.0,0.0,0.96,1.2,-1.21,36.15,17.7,69.0,0.31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
154.0,39.0,-1.0,0.62,1.2,-1.45,48.22,18.7,64.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,54.0,0.0,0.43,1.2,-1.26,38.21,22.0,43.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
155.0,40.0,1.0,0.6,1.2,-1.06,28.71,20.4,32.0,0.11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,48.0,1.0,0.67,1.2,-0.8,18.43,20.7,63.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,44.0,2.0,0.53,1.2,-1.22,36.23,20.3,71.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155.0,48.0,2.0,0.51,1.2,-1.38,44.83,19.9,75.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175.0,55.0,-1.0,0.83,1.2,-0.55,11.27,20.0,61.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,48.0,2.0,0.54,1.2,-1.07,29.09,20.6,62.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,48.0,2.0,0.81,1.2,-0.48,9.79,20.5,60.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
173.0,65.0,0.0,0.78,1.2,-0.45,9.17,20.9,62.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,48.0,2.0,0.42,1.2,-1.41,46.35,20.9,57.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
169.0,65.0,1.0,0.78,1.2,-0.33,7.28,21.399999999999995,55.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
168.0,80.0,0.0,0.54,1.2,-1.98,76.01,21.600000000000005,53.0,0.58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,49.0,2.0,0.44,1.2,-1.31,40.8,20.7,55.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
155.0,40.0,0.0,0.57,1.2,-0.98,25.59,20.6,56.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155.0,46.0,2.0,0.35,1.2,-1.74,64.05,20.5,55.0,0.14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
163.0,46.0,2.0,0.42,1.2,-1.42,46.94,20.4,56.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
167.0,65.0,0.0,0.73,1.2,-0.74,16.76,20.1,60.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,49.0,0.0,0.72,1.2,-0.94,23.73,19.4,63.0,0.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,42.5,1.0,0.73,1.2,-0.7,15.44,20.6,60.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,55.0,0.0,1.18,1.2,0.23,6.07,21.399999999999995,59.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,45.0,1.0,0.54,1.2,-0.92,23.02,21.399999999999995,60.0,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,50.0,1.0,0.42,1.2,-1.23,36.75,21.600000000000005,59.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
167.0,55.0,1.0,0.61,1.2,-0.72,15.85,21.3,61.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,47.0,0.0,0.35,1.2,-1.52,52.42,20.9,62.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,55.0,0.0,0.55,1.2,-1.28,39.43,20.1,63.0,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,50.0,0.0,0.83,1.2,-0.58,12.17,20.1,64.0,0.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
173.0,58.0,0.0,0.78,1.2,-0.88,21.42,19.4,67.0,0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,49.0,0.0,0.56,1.2,-1.49,50.72,19.1,68.0,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
157.0,42.0,-1.0,0.91,1.2,0.09,5.16,21.600000000000005,89.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,46.0,3.0,0.76,1.2,0.87,21.27,25.2,84.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,49.0,2.0,0.51,1.2,0.76,17.34,28.100000000000005,70.0,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,47.0,1.0,0.44,1.2,0.48,9.93,26.3,77.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
157.0,45.0,3.0,0.44,1.2,0.45,9.21,26.2,80.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
163.0,45.0,2.0,0.4,1.2,0.52,10.74,28.0,72.0,0.11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
130.0,27.0,0.0,0.6,1.2,0.69,15.22,26.0,83.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,58.0,1.0,0.36,1.2,0.25,6.28,25.5,85.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,51.0,-2.0,0.9,1.2,-1.42,46.54,15.9,92.0,0.21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,65.0,0.0,1.1,1.2,-0.72,16.14,16.8,92.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,55.0,-1.0,0.69,1.2,-1.69,61.39,16.6,87.0,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,40.0,-1.0,1.15,1.2,-0.75,16.83,16.4,90.0,0.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155.0,52.0,0.0,1.29,1.2,-0.22,6.06,17.5,87.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,54.0,-1.0,0.91,1.2,-0.93,23.57,17.7,88.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
156.0,48.0,0.0,0.93,1.2,-0.87,20.99,17.3,90.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175.0,63.0,-1.0,1.01,1.2,-0.68,14.73,17.6,90.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
159.0,54.0,1.0,1.25,1.2,-0.33,7.3,17.5,89.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
156.0,55.0,0.0,0.89,1.2,-2.04,78.64,15.0,100.0,0.43,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
173.0,60.0,0.0,1.24,1.2,-0.82,19.22,14.5,100.0,0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,48.0,-1.0,1.15,1.2,-1.05,28.59,14.699999999999998,100.0,0.17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
145.0,50.0,0.0,0.64,1.2,-2.08,80.27,15.199999999999998,100.0,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,49.0,-1.0,1.16,1.2,-0.39,8.26,17.6,92.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,60.0,0.0,1.24,1.2,-0.4,8.31,16.9,94.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
154.0,54.0,0.0,0.87,1.2,-1.35,43.0,16.0,100.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
163.0,54.0,-1.0,0.76,1.2,-1.36,43.76,17.0,94.0,0.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,47.0,-2.0,0.81,1.2,-1.47,49.41,16.0,97.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,58.0,1.0,1.41,1.2,-0.16,5.54,17.0,92.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,60.0,0.0,0.89,1.2,-1.04,27.96,17.0,93.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
156.0,52.0,-2.0,0.71,1.2,-1.43,47.14,17.1,92.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,85.0,0.0,0.56,1.0,-0.51,10.48,24.399999999999995,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
162.0,47.0,-1.0,0.64,1.0,-0.38,8.05,24.5,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
163.0,52.0,-2.0,0.39,1.0,0.15,5.48,25.100000000000005,52.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,60.0,1.0,0.53,1.0,0.32,7.09,26.600000000000005,47.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,52.0,-2.0,0.53,1.0,-0.12,5.29,24.5,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,48.0,-1.0,0.8,1.0,-0.79,18.25,24.5,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,55.0,-2.0,0.7,1.0,0.27,6.53,25.600000000000005,50.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
156.0,52.0,0.0,0.41,1.0,0.19,5.76,24.5,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
164.5,52.0,-1.0,0.51,1.0,0.04,5.04,24.8,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177.0,80.0,-1.0,0.41,1.0,-0.32,7.21,25.0,52.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
170.0,66.0,0.0,0.81,1.0,0.32,7.14,26.5,50.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,55.0,-1.0,0.52,1.0,0.47,9.59,27.7,45.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,56.0,0.0,0.6,1.0,-0.09,5.18,26.0,49.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,50.0,-2.0,0.41,1.0,-0.24,6.22,23.600000000000005,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,50.0,0.0,0.56,1.0,-1.11,31.2,23.600000000000005,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,60.0,0.0,0.56,1.0,0.01,5.0,24.600000000000005,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,65.0,-1.0,0.39,1.0,-0.41,8.5,24.8,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178.0,60.0,-2.0,0.58,1.0,-0.24,6.22,25.2,52.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,60.0,-1.0,0.77,1.0,0.22,6.0,26.3,48.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,45.0,-1.0,0.52,1.0,0.2,5.84,26.8,45.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177.0,70.0,1.0,0.53,1.0,-0.17,5.61,25.399999999999995,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,54.0,-1.0,0.39,1.0,-0.63,13.3,24.8,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,47.0,-2.0,0.51,1.0,-0.77,17.58,24.5,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,50.0,0.0,0.5,1.0,-0.81,18.98,23.600000000000005,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,68.0,1.0,0.52,1.0,-0.01,5.0,26.5,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175.0,75.0,0.0,0.43,1.0,-0.31,6.98,24.5,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
168.0,57.0,-1.0,0.98,1.0,-0.27,6.48,24.8,58.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
170.0,76.0,0.0,0.51,1.0,0.34,7.46,26.2,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,50.0,0.0,0.7,1.0,-0.89,21.97,24.2,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,85.0,1.0,0.77,1.0,-0.24,6.2,25.100000000000005,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
177.0,80.0,-1.0,0.53,1.0,-0.03,5.02,25.7,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,52.0,0.0,0.41,1.0,-0.08,5.12,23.899999999999995,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
163.0,52.0,-1.0,0.77,1.0,0.27,6.56,25.7,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,60.0,0.0,0.66,1.0,-0.1,5.22,26.3,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,57.0,-2.0,0.5,1.0,-0.4,8.4,24.8,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,47.0,0.0,0.49,1.0,-0.61,12.85,24.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
164.5,52.0,1.0,0.77,1.0,0.3,6.91,24.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175.0,75.0,-1.0,0.58,1.0,-0.46,9.43,23.899999999999995,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,60.0,-1.0,0.49,1.0,-0.21,5.9,24.8,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,55.0,1.0,0.52,1.0,0.1,5.2,26.8,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,50.0,-2.0,1.0,1.0,-0.46,9.39,24.2,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,57.0,1.0,0.77,1.0,-0.4,8.31,24.399999999999995,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,54.0,-1.0,0.51,1.0,-0.26,6.39,25.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,66.0,0.0,0.6,1.0,0.18,5.69,26.0,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,50.0,1.0,0.8,1.0,-0.02,5.01,24.2,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162.0,47.0,-1.0,0.39,1.0,-0.53,11.03,24.3,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178.0,60.0,0.0,0.5,1.0,-0.05,5.05,25.7,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160.0,48.0,-3.0,0.94,1.0,-0.7,15.29,24.8,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,56.0,-1.0,0.63,1.0,-0.06,5.08,25.8,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,68.0,1.0,0.5,1.0,-0.04,5.03,25.8,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,65.0,0.0,0.65,1.0,-0.28,6.69,25.100000000000005,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,55.0,-1.0,0.87,1.0,-0.42,8.71,25.3,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177.0,70.0,0.0,0.53,1.0,0.67,14.59,25.7,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
161.0,54.0,-1.0,0.39,1.0,-0.82,19.43,23.5,61.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,76.0,-1.0,0.63,1.0,0.37,7.91,25.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
156.0,52.0,0.0,0.75,1.0,0.03,5.02,24.399999999999995,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,85.0,-1.0,0.76,1.0,-0.07,5.09,25.600000000000005,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,55.0,0.0,0.49,1.0,-0.22,6.02,25.899999999999995,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
156.0,52.0,1.0,0.39,1.0,-0.04,5.04,24.2,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,54.0,-2.0,0.41,1.0,-0.03,5.01,24.899999999999995,58.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,57.0,0.0,0.39,1.0,-0.31,7.06,25.100000000000005,58.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158.0,47.0,-1.0,0.58,1.0,-0.4,8.29,24.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158.0,49.0,-1.0,0.88,1.0,0.17,5.62,24.899999999999995,58.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170.0,66.0,0.0,0.55,1.0,0.36,7.68,26.5,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,57.0,0.0,0.86,1.0,-0.28,6.62,25.3,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177.0,80.0,-1.0,0.75,1.0,-0.02,5.0,25.8,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
163.0,52.0,1.0,0.52,1.0,0.74,16.63,25.899999999999995,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,52.0,0.0,0.62,1.0,-0.04,5.04,24.2,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,60.0,1.0,0.61,1.0,0.1,5.2,26.3,51.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
161.0,54.0,1.0,0.39,1.0,-0.6,12.57,23.5,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175.0,75.0,-2.0,0.49,1.0,0.14,5.44,24.2,60.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,50.0,1.0,0.77,1.0,-1.02,27.21,23.899999999999995,61.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172.0,65.0,0.0,0.53,1.0,-0.07,5.11,25.8,52.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
162.0,47.0,0.0,0.49,1.0,0.37,7.89,24.7,59.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
160.0,48.0,0.0,0.41,1.0,0.02,5.01,25.3,56.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,55.0,0.0,0.49,1.0,-0.22,6.0,25.399999999999995,55.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
164.5,52.0,1.0,0.88,1.0,-0.02,5.01,24.899999999999995,57.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
168.0,56.0,-2.0,0.83,1.0,0.52,10.69,25.7,53.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178.0,60.0,0.0,0.52,1.0,-0.01,5.0,25.8,54.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
162.0,50.0,0.0,0.62,1.0,-1.05,28.47,23.8,61.0,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
