C3.Heightxcmx,C4.Weightxkgx,D1.TSV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),F4.PMV,F5.PPD,Indoor Air Temperature,Indoor Relative Humidity,Indoor Air Velocity,Summer Season,Transition Season,Winter Season,Cold zone,Hot summer and cold winter zone,Hot summer and warm winter zone ,Mild zone,Severe cold zone,Female,Male
178.0,60.0,1.0,0.59,1.1,0.01,5.0,24.900000000000002,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155.0,49.0,-1.0,0.39,1.1,-0.42,8.7,24.900000000000002,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,61.0,0.0,0.39,1.1,-0.42,8.7,24.900000000000002,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,0.0,0.28,1.1,-0.71,15.75,24.900000000000002,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,51.0,0.0,0.51,1.1,0.2,5.8,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178.0,70.0,1.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,77.0,1.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,79.0,0.0,0.51,1.1,0.2,5.8,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,65.0,0.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,69.0,2.0,0.58,1.1,0.32,7.14,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
183.0,68.0,0.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
185.0,65.0,1.0,0.27,1.1,-0.32,7.19,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,60.0,0.0,0.61,1.1,0.37,7.87,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
194.0,90.0,1.0,0.35,1.1,-0.13,5.33,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167.0,50.0,0.0,0.6,1.1,0.35,7.62,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
183.0,77.0,0.0,0.36,1.1,-0.1,5.22,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
179.0,90.0,0.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,50.0,0.0,0.76,1.1,0.59,12.25,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158.0,50.0,0.0,0.57,1.1,0.3,6.92,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
172.0,73.0,0.0,0.91,1.1,0.76,17.27,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,2.0,0.52,1.1,0.21,5.96,26.2,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,74.0,0.0,0.36,1.1,-0.19,5.72,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
189.0,85.0,0.0,0.6,1.1,0.24,6.16,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167.0,56.0,0.0,0.51,1.1,0.07,5.09,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
172.0,63.0,2.0,0.49,1.1,0.03,5.02,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
183.0,72.0,-1.0,0.51,1.1,0.07,5.09,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,72.0,1.0,0.52,1.1,0.09,5.16,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
183.0,90.0,1.0,0.52,1.1,0.09,5.16,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
182.0,72.0,2.0,0.58,1.1,0.2,5.84,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,55.0,0.0,0.51,1.1,0.07,5.09,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,61.0,1.0,0.35,1.1,-0.28,6.62,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,0.35,1.1,-0.28,6.62,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
162.0,50.0,-1.0,1.64,1.1,1.25,37.83,25.63333333333333,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
171.0,55.0,0.0,0.51,1.1,0.01,5.0,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
177.0,67.0,0.0,0.51,1.1,0.01,5.0,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,65.0,1.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,60.0,0.0,0.36,1.1,-0.08,5.13,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,55.0,1.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,90.0,1.0,0.35,1.1,-0.1,5.21,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,75.0,0.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167.0,50.0,0.0,0.51,1.1,0.21,5.91,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,64.0,0.0,0.76,1.1,0.58,12.16,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
168.0,54.0,0.0,0.48,1.1,0.16,5.5,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
160.0,46.0,0.0,0.45,1.1,0.1,5.21,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163.0,56.0,1.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
155.0,50.0,1.0,0.57,1.1,0.31,7.03,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,62.0,0.0,0.36,1.1,-0.08,5.13,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,1.0,0.36,1.1,-0.08,5.13,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,0.35,1.1,-0.1,5.21,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,65.0,3.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,95.0,0.0,0.49,1.1,0.17,5.62,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,70.0,0.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,60.0,0.0,0.57,1.1,0.31,7.03,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,55.0,0.0,0.52,1.1,0.23,6.07,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,0.0,0.51,1.1,0.21,5.91,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,90.0,0.0,0.36,1.1,-0.08,5.13,26.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
171.0,55.0,-1.0,0.52,1.1,-0.01,5.0,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,65.0,-1.0,0.51,1.1,-0.03,5.02,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155.0,49.0,0.0,0.97,1.1,0.44,9.05,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,60.0,0.0,0.35,1.1,-0.67,14.44,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,58.0,0.0,0.49,1.1,-0.33,7.35,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,90.0,0.0,0.36,1.1,-0.64,13.7,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,90.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,55.0,0.0,0.91,1.1,0.37,7.83,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,56.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,0.62,1.1,-0.07,5.1,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163.0,56.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,61.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,65.0,-1.0,0.45,1.1,-0.42,8.75,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
162.0,50.0,-1.0,0.35,1.1,-0.67,14.44,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
160.0,45.0,-1.0,0.35,1.1,-0.67,14.44,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178.0,63.0,0.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,55.0,0.0,0.76,1.1,0.16,5.55,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,60.0,0.0,0.51,1.1,-0.29,6.78,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,90.0,1.0,0.36,1.1,-0.64,13.7,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,1.0,0.78,1.1,0.19,5.77,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,60.0,0.0,0.85,1.1,0.29,6.76,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
168.0,54.0,0.0,0.57,1.1,-0.17,5.58,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,60.0,-1.0,0.52,1.1,-0.27,6.52,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,70.0,0.0,0.51,1.1,-0.29,6.78,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
177.0,67.0,1.0,0.47,1.1,-0.38,8.01,24.766666666666666,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,65.0,-1.0,0.77,1.1,0.06,5.09,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167.0,60.0,0.0,0.51,1.1,-0.44,9.13,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
185.0,75.0,0.0,0.42,1.1,-0.85,20.43,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167.0,49.0,-1.0,0.57,1.1,-0.48,9.82,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,68.0,-1.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
175.0,70.0,-1.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,1.0,0.36,1.1,-1.02,27.29,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
179.0,90.0,0.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,78.0,-1.0,0.51,1.1,-0.62,13.18,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,51.0,-1.0,0.51,1.1,-0.62,13.18,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
175.0,72.0,-2.0,0.29,1.1,-1.25,37.99,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,70.0,-1.0,0.51,1.1,-0.62,13.18,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,62.0,-1.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
174.0,100.0,0.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,50.0,-1.0,0.72,1.1,-0.17,5.63,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,55.0,0.0,0.76,1.1,-0.1,5.22,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
185.0,90.0,-1.0,0.36,1.1,-1.02,27.29,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,60.0,0.0,0.52,1.1,-0.6,12.53,23.5,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
179.0,65.0,0.0,1.17,1.1,0.1,5.22,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
162.0,50.0,-1.0,0.73,1.1,-0.58,12.03,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178.0,65.0,1.0,0.57,1.1,-1.11,31.16,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
179.0,61.0,0.0,0.49,1.1,-1.34,42.59,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,0.92,1.1,-0.37,7.91,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
177.0,67.0,-2.0,0.92,1.1,-0.37,7.91,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,56.0,0.0,0.98,1.1,-0.28,6.61,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,70.0,0.0,1.09,1.1,-0.12,5.29,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,50.0,0.0,0.98,1.1,-0.28,6.61,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
186.0,62.0,0.0,1.24,1.1,0.07,5.1,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,46.0,-2.0,0.97,1.1,-0.29,6.79,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
167.0,90.0,0.0,0.52,1.1,-1.25,37.99,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,80.0,0.0,0.94,1.1,-0.34,7.42,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
161.0,53.0,-1.0,1.05,1.1,-0.17,5.63,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,60.0,0.0,0.58,1.1,-1.08,29.93,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,72.0,0.0,1.01,1.1,-0.23,6.13,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,54.0,0.0,0.91,1.1,-0.39,8.18,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
160.0,80.0,-1.0,0.83,1.1,-0.53,10.92,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
177.0,70.0,0.0,0.79,1.1,-0.61,12.76,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,0.0,0.6,1.1,-1.03,27.6,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
159.0,60.0,0.0,0.57,1.1,-1.11,31.16,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,64.0,0.0,1.33,1.1,0.17,5.57,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
183.0,95.0,0.0,1.09,1.1,-0.12,5.29,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
156.0,49.0,-1.0,0.57,1.1,-1.11,31.16,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
165.0,55.0,0.0,0.58,1.1,-1.08,29.93,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,65.0,-1.0,1.77,1.1,0.55,11.3,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
163.0,55.0,1.0,1.41,1.1,0.25,6.27,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,61.0,0.0,0.58,1.1,-1.08,29.93,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,55.0,0.0,0.69,1.1,-0.82,19.13,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,65.0,1.0,0.58,1.1,-1.08,29.93,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,55.0,-1.0,0.83,1.1,-0.53,10.92,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,60.0,1.0,1.09,1.1,-0.12,5.29,21.566666666666666,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
179.0,65.0,0.0,0.77,1.1,-1.16,33.33,17.966666666666665,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
194.0,80.0,0.0,0.77,1.1,-1.25,37.94,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
184.0,75.0,0.0,1.52,1.1,-0.07,5.11,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
182.0,82.0,0.0,0.83,1.1,-0.64,13.75,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,1.09,1.1,-0.22,5.98,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
172.0,59.0,0.0,0.98,1.1,-0.38,8.04,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
189.0,85.0,-1.0,0.97,1.1,-0.4,8.3,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,56.0,0.0,0.92,1.1,-0.48,9.84,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,57.0,0.0,1.57,1.1,0.31,7.05,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,62.0,0.0,0.58,1.1,-1.22,36.31,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
164.0,55.0,0.0,1.03,1.1,-0.3,6.93,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,59.0,0.0,0.83,1.1,-0.64,13.75,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,66.0,0.0,1.48,1.1,0.23,6.11,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,73.0,-1.0,0.57,1.1,-1.25,37.7,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
184.0,85.0,0.0,1.03,1.1,-0.3,6.93,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
152.0,50.0,-1.0,0.92,1.1,-0.48,9.84,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178.0,67.0,0.0,0.92,1.1,-0.48,9.84,20.966666666666665,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,90.0,-1.0,0.52,1.1,-1.43,47.22,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,65.0,-3.0,0.52,1.1,-1.57,54.92,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,54.0,-2.0,1.62,1.1,0.35,7.53,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163.0,50.0,0.0,0.61,1.1,-1.29,39.9,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
183.0,63.0,-1.0,0.86,1.1,-0.68,14.93,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,71.0,-1.0,2.05,1.1,0.68,14.75,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,65.0,0.0,1.57,1.1,0.3,6.89,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
155.0,49.0,1.0,1.57,1.1,0.3,6.89,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
165.0,50.0,0.0,1.69,1.1,0.41,8.52,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
180.0,50.0,-3.0,0.58,1.1,-1.38,44.55,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,70.0,0.0,1.33,1.1,0.04,5.04,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
183.0,95.0,0.0,0.73,1.1,-0.97,25.06,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,60.0,-2.0,0.74,1.1,-0.95,24.08,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,74.0,-1.0,0.91,1.1,-0.59,12.26,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,2.0,1.29,1.1,0.0,5.0,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,60.0,-1.0,0.57,1.1,-1.41,46.19,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,49.0,0.0,1.69,1.1,0.41,8.52,19.9,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
